,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,Class
46,27,7,323,0.4621848739495799,0.12885154061624648,0.5492424242424242,0.021212121212121213,0,11,312,0,6,1,2,25,88,148,83,68,0.2273901808785529,0.3824289405684754,0.2144702842377261,0.17571059431524547,387,929.6875,30.490777294126172,62.0,6.0,52.0,30.0,66.0,19.0,34.0,30.0,1.3310810810810811,2.1686746987951806,1.8382352941176472,1.0795454545454546,426,128,0.3004694835680751,0.23104693140794225,190,36,23,21,156,107,2,1,2,16,145,79,176,0.0,0.034055727554179564,0.9659442724458204,0.0,0.8571428571428571,0.14285714285714285,0.9259259259259259,0.9117647058823528,0.08823529411764706,0.2289156626506024,0.40963855421686746,0.3614457831325301,0.35135135135135137,0.20270270270270271,0.4459459459459459,0.4460093896713615,0.08450704225352113,0.0539906103286385,0.04929577464788732,0.3661971830985916,0.8359375,0.015625,0.0078125,0.015625,0.125,0.3625,0.1975,0.44,156,27,16,21,272,8,67,0,4.2193,0.49,12,6,1,23,6,2,2,2,0,12,1,5,4,2,496,2783,2287,0.21687800612155705,820,2459,1639,0.5003050640634529,6,3,33,8,2,4,2,7,7,7,3,4,19,4,16,2,5,3,3,3,12,3,5,8,6,17,4,4,2,7,11,7,6,6,3,2,4,3,0.0
47,59,64,80,0.8817733990147784,0.03448275862068965,0.4107142857142857,0.4444444444444444,0,8,72,2,42,20,3,56,20,48,49,15,0.15151515151515152,0.3636363636363637,0.3712121212121212,0.11363636363636365,132,243.5,15.604486534327235,10.0,5.0,26.0,10.0,12.0,17.0,24.0,8.0,1.3333333333333333,1.7551020408163265,1.7333333333333334,0.95,246,69,0.2804878048780488,0.21904761904761905,148,11,4,14,69,53,3,0,1,12,68,67,107,0.0,0.1,0.9,0.03125,0.65625,0.3125,0.9491525423728814,0.6666666666666666,0.3333333333333333,0.3469387755102041,0.4897959183673469,0.16326530612244894,0.5416666666666666,0.2083333333333333,0.25,0.6016260162601627,0.044715447154471545,0.016260162601626018,0.05691056910569105,0.2804878048780488,0.7681159420289855,0.043478260869565216,0.0,0.014492753623188406,0.17391304347826084,0.2809917355371901,0.2768595041322314,0.44214876033057854,71,20,12,16,114,10,49,0,1.9858,0.86,11,5,1,14,2,1,0,0,1,1,0,0,1,0,397,1526,1129,0.351638618246236,471,1452,981,0.480122324159021,2,3,2,2,1,2,2,2,2,4,3,25,2,5,4,1,2,3,1,1,1,2,3,2,3,2,2,2,1,2,2,2,3,3,2,1,1,2,0.0
48,98,85,59,0.9710743801652892,0.0,0.4978354978354978,0.5902777777777778,0,9,50,2,68,15,15,83,60,57,43,108,0.22388059701492533,0.2126865671641791,0.16044776119402984,0.4029850746268657,268,601.5,24.525496936861444,23.0,85.0,18.0,27.0,12.0,12.0,20.0,11.0,2.12280701754386,1.5116279069767442,1.879629629629629,1.0833333333333333,660,82,0.12424242424242425,0.1105121293800539,146,17,15,20,462,64,5,3,3,7,389,128,130,0.0,0.15254237288135594,0.8474576271186439,0.023529411764705882,0.8,0.17647058823529413,0.8469387755102041,0.21296296296296294,0.7870370370370371,0.2790697674418605,0.4651162790697674,0.2558139534883721,0.3157894736842105,0.4736842105263158,0.21052631578947367,0.2212121212121212,0.02575757575757576,0.022727272727272728,0.030303030303030307,0.7,0.7804878048780488,0.06097560975609756,0.036585365853658534,0.036585365853658534,0.08536585365853659,0.6012364760432767,0.19783616692426584,0.2009273570324575,464,16,7,23,142,16,103,0,1.7941,0.83,21,20,0,3,4,1,2,1,0,5,0,2,2,1,683,2049,1366,0.5,622,2110,1488,0.4180107526881721,3,2,2,2,2,1,2,2,4,2,2,2,2,2,2,1,1,2,1,3,2,2,2,1,3,1,2,2,1,2,2,2,2,3,2,1,1,2,0.0
49,54,28,91,0.884393063583815,0.0057803468208092465,0.5337423312883436,0.2352941176470588,0,6,85,2,20,6,4,50,11,9,18,11,0.22448979591836726,0.1836734693877551,0.3673469387755102,0.22448979591836726,49,11.6875,3.418698582794337,11.0,0.0,6.0,1.0,2.0,5.0,6.0,7.0,1.4444444444444444,1.8888888888888888,2.636363636363636,1.0,174,100,0.5747126436781609,0.36496350364963503,66,17,15,33,43,71,14,1,2,12,54,39,77,0.0,0.06593406593406594,0.9340659340659341,0.07142857142857142,0.7142857142857143,0.21428571428571427,0.9259259259259259,1.0,0.0,0.2777777777777778,0.3333333333333333,0.3888888888888889,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.3793103448275862,0.09770114942528736,0.08620689655172414,0.1896551724137931,0.2471264367816092,0.71,0.14,0.01,0.02,0.12,0.3176470588235294,0.22941176470588234,0.4529411764705882,45,18,12,19,112,12,68,1,2.6356,0.51,10,16,0,4,0,0,0,0,0,6,0,2,1,3,131,886,755,0.173509933774834,386,631,245,1.5755102040816298,3,3,3,3,2,2,1,4,3,2,3,4,3,4,5,2,2,4,2,2,2,2,4,2,4,2,3,2,2,2,3,4,4,4,2,2,1,2,0.0
50,84,36,282,0.7437810945273632,0.07462686567164177,0.5160349854227405,0.11320754716981132,1,11,270,1,23,12,8,76,68,48,94,25,0.28936170212765955,0.20425531914893616,0.4,0.10638297872340426,235,645.6875,25.41038173660521,20.0,5.0,13.0,3.0,32.0,11.0,55.0,28.0,1.6458333333333333,1.5531914893617018,1.48,0.9264705882352942,239,228,0.9539748953974896,0.4882226980728052,108,27,22,13,69,184,13,4,5,22,68,50,112,0.0035460992907801405,0.03900709219858156,0.9574468085106383,0.027777777777777776,0.6388888888888888,0.3333333333333333,0.9047619047619048,0.8,0.2,0.11702127659574467,0.5851063829787234,0.2978723404255319,0.2708333333333333,0.0625,0.6666666666666666,0.4518828451882845,0.11297071129707112,0.09205020920502092,0.05439330543933055,0.2887029288702929,0.8070175438596491,0.05701754385964913,0.017543859649122806,0.02192982456140351,0.09649122807017543,0.2956521739130435,0.21739130434782608,0.4869565217391305,70,34,23,23,283,14,89,0,2.9996,0.66,18,12,0,21,4,1,1,2,0,10,4,3,2,1,201,1079,878,0.22892938496583104,571,709,138,4.13768115942029,2,2,20,5,2,3,2,3,2,3,4,3,10,3,3,3,3,3,3,3,3,2,4,3,28,3,5,3,3,3,3,5,4,3,3,3,2,3,0.0
51,52,9,253,0.6624203821656051,0.06050955414012739,0.5534351145038168,0.03435114503816794,0,12,241,0,6,3,8,44,30,45,76,44,0.15384615384615385,0.2307692307692308,0.38974358974358975,0.22564102564102564,195,282.6875,16.813313177360374,39.0,5.0,16.0,11.0,18.0,14.0,45.0,17.0,1.3333333333333333,1.5921052631578947,1.681818181818182,1.0666666666666669,285,173,0.6070175438596491,0.3777292576419214,167,17,19,15,67,142,12,3,3,13,71,70,140,0.0,0.04743083003952569,0.9525691699604744,0.0,0.6666666666666666,0.3333333333333333,0.8461538461538461,0.8863636363636364,0.11363636363636365,0.18421052631578946,0.5921052631578947,0.2236842105263158,0.3555555555555556,0.24444444444444444,0.4,0.5859649122807018,0.059649122807017535,0.06666666666666668,0.05263157894736842,0.2350877192982456,0.8208092485549133,0.06936416184971098,0.017341040462427744,0.017341040462427744,0.07514450867052024,0.2526690391459075,0.2491103202846975,0.498220640569395,67,25,13,16,214,4,38,0,3.1798,0.85,7,5,2,29,3,0,1,1,1,6,0,5,0,1,312,1304,992,0.314516129032258,511,1105,594,0.86026936026936,3,3,4,3,2,3,2,3,3,7,3,7,11,7,4,2,2,8,3,3,2,3,6,3,5,3,4,3,2,3,3,3,6,5,2,2,5,2,0.0
52,65,46,56,0.8982035928143712,0.011976047904191616,0.5031847133757962,0.4509803921568628,1,3,52,0,41,5,2,63,38,73,30,8,0.2550335570469799,0.4899328859060403,0.20134228187919465,0.053691275167785234,149,546.6875,23.38134940502793,5.0,3.0,38.0,24.0,11.0,9.0,19.0,2.0,2.3424657534246576,1.7666666666666666,1.0,1.5789473684210529,580,76,0.1310344827586207,0.11585365853658534,126,11,15,13,415,54,6,1,4,11,374,73,100,0.017857142857142856,0.05357142857142857,0.9285714285714286,0.0,0.8913043478260869,0.10869565217391304,0.9692307692307692,0.625,0.375,0.3,0.6333333333333333,0.06666666666666668,0.5205479452054794,0.3287671232876712,0.1506849315068493,0.2172413793103448,0.01896551724137931,0.02586206896551724,0.022413793103448282,0.7155172413793104,0.7105263157894737,0.07894736842105263,0.013157894736842105,0.05263157894736842,0.14473684210526316,0.6837294332723949,0.13345521023765994,0.18281535648994515,415,15,12,11,84,7,45,2,1.9882,0.58,18,13,0,0,0,0,0,0,0,4,1,0,3,0,402,1483,1081,0.371877890841813,478,1407,929,0.5145317545748119,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,5,2,2,2,0,2,2,2,2,5,2,1,2,2,0.0
53,66,19,226,0.7524115755627009,0.0,0.5261324041811847,0.07755102040816328,0,5,221,0,14,5,11,55,120,142,48,115,0.2823529411764706,0.3341176470588235,0.11294117647058825,0.27058823529411763,425,1234.1875,35.13100482479828,17.0,98.0,39.0,79.0,24.0,25.0,18.0,5.0,1.8380281690140845,1.375,1.6173913043478259,1.3583333333333334,1424,110,0.07724719101123595,0.07170795306388526,352,36,23,41,972,71,12,4,4,19,847,270,261,0.0,0.02212389380530973,0.9778761061946902,0.0,0.7368421052631579,0.2631578947368421,0.8333333333333334,0.14782608695652175,0.8521739130434782,0.5208333333333334,0.375,0.10416666666666667,0.2746478873239437,0.5563380281690141,0.16901408450704225,0.24719101123595505,0.02528089887640449,0.016151685393258428,0.028792134831460675,0.6825842696629213,0.6454545454545455,0.10909090909090907,0.03636363636363636,0.03636363636363636,0.17272727272727273,0.6146589259796807,0.19593613933236576,0.18940493468795355,972,24,19,27,213,10,74,0,3.273,0.65,30,16,0,2,6,3,1,1,1,7,0,1,2,4,1184,3625,2441,0.48504711183941,874,3935,3061,0.28552760535772603,5,7,3,5,2,1,2,3,5,3,4,6,3,6,2,2,2,3,3,2,3,3,3,3,4,3,2,5,2,3,3,6,3,7,2,2,3,2,1.0
54,73,47,69,0.9523809523809524,0.0,0.4835164835164835,0.4051724137931034,0,5,64,0,38,9,6,67,51,35,25,166,0.184115523465704,0.1263537906137184,0.09025270758122744,0.5992779783393501,277,3206.1875,56.62320637335897,53.0,113.0,12.0,14.0,9.0,10.0,10.0,5.0,1.7428571428571429,1.44,1.6144578313253013,1.2549019607843137,512,82,0.16015625,0.13804713804713806,111,7,8,9,377,58,7,0,1,16,314,96,85,0.0,0.07246376811594203,0.927536231884058,0.0,0.8085106382978723,0.1914893617021277,0.9178082191780822,0.3192771084337349,0.6807228915662651,0.4,0.4,0.2,0.3428571428571429,0.4,0.2571428571428571,0.216796875,0.013671875,0.015625,0.017578125,0.736328125,0.7073170731707317,0.08536585365853659,0.0,0.012195121951219513,0.1951219512195122,0.6343434343434343,0.19393939393939394,0.1717171717171717,377,21,16,18,104,13,44,0,1.8921,0.71,20,13,0,0,4,1,0,0,3,10,4,0,2,4,383,1298,915,0.41857923497267796,360,1321,961,0.374609781477627,2,4,1,1,2,1,2,2,3,2,2,2,2,2,1,1,1,2,1,2,1,2,2,3,6,3,2,2,1,2,2,1,2,6,2,1,2,2,1.0
55,61,50,63,0.913793103448276,0.0,0.4431137724550898,0.4424778761061947,0,6,57,1,43,6,3,58,33,34,25,92,0.1793478260869565,0.18478260869565216,0.1358695652173913,0.5,184,717.5,26.78619047195775,77.0,15.0,18.0,6.0,10.0,8.0,12.0,5.0,1.2058823529411764,1.2,1.6956521739130437,0.9696969696969696,210,93,0.4428571428571429,0.3069306930693069,96,17,19,11,67,75,5,3,1,9,75,38,92,0.0,0.09523809523809523,0.9047619047619048,0.02,0.86,0.12,0.9508196721311476,0.8369565217391305,0.16304347826086954,0.32,0.48,0.2,0.5294117647058824,0.17647058823529413,0.29411764705882354,0.4571428571428571,0.08095238095238096,0.09047619047619047,0.05238095238095238,0.31904761904761897,0.8064516129032258,0.053763440860215055,0.03225806451612903,0.010752688172043013,0.0967741935483871,0.36585365853658536,0.18536585365853656,0.4487804878048781,68,15,9,13,102,10,53,5,1.6007,0.64,4,12,1,6,1,0,0,1,0,7,2,0,1,4,193,1003,810,0.238271604938272,364,832,468,0.7777777777777779,2,2,1,2,1,2,1,2,2,1,2,2,3,2,1,1,1,2,2,2,1,2,2,2,3,2,2,2,1,2,2,2,2,3,1,1,1,1,0.0
56,44,15,447,0.5039525691699605,0.07905138339920949,0.5775,0.032467532467532464,0,17,430,0,9,6,9,35,37,35,43,28,0.25874125874125875,0.2447552447552448,0.3006993006993007,0.1958041958041958,143,28.6875,5.3560713214071365,22.0,6.0,10.0,3.0,22.0,8.0,28.0,7.0,1.1428571428571428,1.4883720930232558,1.1785714285714286,0.8378378378378378,123,90,0.7317073170731707,0.4225352112676056,59,15,7,10,32,78,4,0,1,7,32,26,61,0.0,0.03803131991051454,0.9619686800894854,0.0,0.6,0.4,0.7954545454545454,0.7857142857142857,0.21428571428571427,0.18604651162790686,0.6511627906976745,0.16279069767441862,0.2857142857142857,0.08571428571428573,0.6285714285714286,0.4796747967479675,0.12195121951219512,0.05691056910569105,0.08130081300813008,0.2601626016260163,0.8666666666666667,0.04444444444444445,0.0,0.011111111111111113,0.07777777777777778,0.2689075630252101,0.2184873949579832,0.5126050420168067,32,24,7,25,344,11,131,0,4.6873,0.23,15,15,2,23,0,0,0,0,0,8,1,2,4,1,153,861,708,0.216101694915254,410,604,194,2.1134020618556697,7,6,17,7,3,5,3,6,7,8,5,4,22,4,4,7,4,4,3,3,4,2,6,5,59,6,6,6,3,7,4,7,6,4,4,4,4,4,0.0
57,39,9,418,0.4678111587982833,0.06008583690987125,0.5303867403314917,0.021077283372365342,0,14,404,0,7,2,3,36,113,95,117,182,0.222879684418146,0.1873767258382643,0.2307692307692308,0.35897435897435903,507,1086.1875,32.957358814079754,167.0,15.0,37.0,19.0,39.0,25.0,43.0,49.0,1.4736842105263157,1.5897435897435896,1.7692307692307692,1.2743362831858407,390,174,0.4461538461538462,0.30851063829787234,192,21,16,21,140,132,15,2,5,20,118,85,164,0.0,0.03349282296650718,0.9665071770334928,0.0,0.7777777777777778,0.2222222222222222,0.9230769230769232,0.9175824175824177,0.08241758241758243,0.21367521367521367,0.3675213675213676,0.4188034188034188,0.3894736842105263,0.2,0.4105263157894737,0.4923076923076923,0.05384615384615385,0.04102564102564103,0.05384615384615385,0.35897435897435903,0.7586206896551724,0.08620689655172414,0.011494252873563218,0.02873563218390805,0.11494252873563215,0.3215258855585831,0.2316076294277929,0.44686648501362397,140,34,20,30,356,7,88,0,4.4198,0.61,30,6,1,18,7,2,2,2,1,14,2,3,1,8,376,2207,1831,0.20535226652102687,662,1921,1259,0.525814138204925,5,3,3,4,3,4,4,7,6,12,4,7,11,7,6,2,5,7,3,4,2,2,6,7,5,27,5,4,2,4,5,4,6,5,4,2,4,4,0.0
58,111,75,130,0.9430379746835444,0.012658227848101266,0.4932885906040269,0.36585365853658536,0,7,123,2,62,11,11,100,91,38,66,148,0.2653061224489796,0.1107871720116618,0.1924198250728863,0.4314868804664723,343,1643.1875,40.53624920981221,121.0,27.0,13.0,13.0,12.0,10.0,28.0,28.0,0.6842105263157895,1.5606060606060606,1.5472972972972974,0.8901098901098901,391,146,0.3734015345268542,0.2718808193668529,134,16,14,18,209,123,8,0,0,15,183,70,129,0.0,0.05384615384615385,0.9461538461538459,0.02666666666666667,0.8266666666666667,0.14666666666666667,0.9009009009009008,0.8175675675675675,0.18243243243243248,0.15151515151515152,0.42424242424242425,0.42424242424242425,0.34210526315789475,0.34210526315789475,0.3157894736842105,0.3427109974424553,0.040920716112531966,0.03580562659846547,0.04603580562659847,0.5345268542199488,0.8424657534246576,0.0547945205479452,0.0,0.0,0.10273972602739724,0.4790575916230366,0.18324607329842926,0.337696335078534,211,22,15,20,191,13,94,1,1.6944,0.65,12,22,0,10,4,1,0,1,2,11,1,3,0,7,422,1656,1234,0.341977309562399,543,1535,992,0.547379032258065,3,1,2,4,2,2,1,5,3,2,2,2,2,2,2,1,3,1,1,1,2,1,2,2,4,2,2,1,1,2,2,4,2,4,1,1,1,1,0.0
59,81,34,229,0.7267441860465116,0.04941860465116279,0.5379310344827586,0.12927756653992395,1,17,211,1,18,15,23,58,35,91,82,22,0.15217391304347827,0.39565217391304347,0.3565217391304348,0.09565217391304348,230,872.25,29.533878851244715,17.0,5.0,40.0,18.0,33.0,10.0,34.0,38.0,1.879120879120879,1.548780487804878,2.409090909090909,0.8857142857142857,388,107,0.2757731958762887,0.21616161616161614,176,35,31,37,109,75,10,2,5,15,110,89,172,0.004366812227074236,0.07423580786026203,0.9213973799126638,0.029411764705882363,0.5294117647058824,0.4411764705882353,0.7160493827160493,0.7727272727272727,0.2272727272727273,0.12195121951219512,0.4146341463414634,0.4634146341463415,0.4395604395604396,0.1978021978021978,0.3626373626373626,0.4536082474226804,0.09020618556701032,0.07989690721649484,0.09536082474226804,0.2809278350515464,0.7009345794392523,0.09345794392523364,0.018691588785046728,0.04672897196261682,0.14018691588785046,0.29649595687331537,0.2398921832884097,0.4636118598382749,110,33,16,15,232,7,80,0,3.068,0.89,9,14,0,28,2,0,0,2,0,4,1,2,1,0,352,1690,1338,0.263079222720478,665,1377,712,0.933988764044944,5,3,6,6,2,2,4,5,5,5,13,13,6,7,7,2,2,3,2,2,2,4,6,2,4,2,4,2,2,2,3,4,6,4,2,2,1,2,0.0
60,75,32,132,0.9246861924686192,0.012552301255230124,0.5,0.1951219512195122,0,4,128,0,27,5,2,73,43,58,47,35,0.23497267759562845,0.3169398907103825,0.2568306010928962,0.1912568306010929,183,68.6875,8.287792227125387,33.0,2.0,15.0,6.0,37.0,16.0,18.0,13.0,1.1379310344827591,1.1914893617021276,1.5142857142857142,0.7906976744186046,344,148,0.4302325581395349,0.3008130081300813,177,30,27,28,82,116,7,3,0,22,94,69,176,0.0,0.030303030303030307,0.9696969696969696,0.0,0.84375,0.15625,0.9733333333333334,0.9428571428571428,0.057142857142857134,0.3404255319148936,0.3829787234042553,0.2765957446808511,0.25862068965517243,0.10344827586206896,0.6379310344827587,0.5145348837209303,0.0872093023255814,0.07848837209302326,0.08139534883720931,0.23837209302325585,0.7837837837837838,0.0472972972972973,0.020270270270270268,0.0,0.14864864864864866,0.27728613569321536,0.2035398230088496,0.5191740412979351,82,26,22,18,160,10,76,0,2.6089,0.68,14,15,0,8,0,0,0,0,0,6,1,1,2,2,320,1599,1279,0.250195465207193,573,1346,773,0.741267787839586,3,3,9,3,2,2,3,4,4,3,2,4,7,4,2,2,2,5,2,2,2,2,3,5,4,5,2,2,2,3,3,3,3,4,2,2,2,2,0.0
61,41,23,317,0.5564304461942258,0.08136482939632546,0.5589225589225589,0.06764705882352941,2,17,298,0,13,10,6,35,69,86,48,87,0.23793103448275865,0.296551724137931,0.16551724137931034,0.3,290,251.25,15.850867484147358,70.0,17.0,31.0,10.0,45.0,16.0,17.0,15.0,1.3488372093023255,1.8125,1.7241379310344829,0.5797101449275363,255,112,0.4392156862745098,0.3051771117166213,137,17,23,13,65,87,7,4,3,11,73,66,110,0.006309148264984227,0.05362776025236593,0.94006309148265,0.0,0.5652173913043478,0.43478260869565216,0.8536585365853658,0.8045977011494253,0.19540229885057472,0.3333333333333333,0.3541666666666667,0.3125,0.36046511627906974,0.11627906976744184,0.5232558139534884,0.5372549019607843,0.06666666666666668,0.09019607843137256,0.05098039215686274,0.2549019607843137,0.7767857142857143,0.0625,0.03571428571428571,0.026785714285714284,0.09821428571428573,0.2931726907630522,0.26506024096385544,0.4417670682730924,65,30,13,25,290,12,139,0,4.2207,0.55,10,18,0,7,2,0,0,2,0,10,2,2,2,4,300,1566,1266,0.23696682464454996,570,1296,726,0.7851239669421491,5,4,5,5,3,3,2,4,5,10,4,12,6,10,3,2,3,12,4,4,4,3,5,5,9,5,2,3,2,5,4,5,5,9,3,2,2,3,0.0
62,49,26,240,0.6984126984126984,0.057142857142857134,0.5413533834586466,0.09774436090225563,0,17,223,3,11,12,11,38,43,34,67,38,0.23626373626373626,0.1868131868131868,0.36813186813186816,0.2087912087912088,182,164.25,12.816005617976296,26.0,12.0,8.0,7.0,19.0,15.0,26.0,26.0,1.2352941176470589,1.3283582089552242,1.4736842105263157,1.3488372093023255,270,158,0.5851851851851851,0.3691588785046729,145,25,21,25,54,126,11,6,1,14,67,71,126,0.0,0.07083333333333333,0.9291666666666668,0.1153846153846154,0.4230769230769231,0.4615384615384616,0.7755102040816326,0.6842105263157895,0.3157894736842105,0.22388059701492533,0.3880597014925373,0.3880597014925373,0.2352941176470588,0.2058823529411765,0.5588235294117647,0.5370370370370371,0.0925925925925926,0.07777777777777778,0.0925925925925926,0.2,0.7974683544303798,0.06962025316455696,0.0379746835443038,0.006329113924050633,0.08860759493670886,0.2537878787878788,0.2689393939393939,0.4772727272727273,57,31,14,14,226,5,56,0,3.1875,0.62,11,4,0,16,2,1,0,1,0,3,0,1,1,1,228,1154,926,0.24622030237581,449,933,484,0.9276859504132232,4,3,9,3,3,3,3,6,4,2,3,8,4,8,2,2,2,8,3,3,2,2,4,6,13,7,4,3,2,2,4,3,4,3,2,2,1,2,0.0
63,41,20,172,0.6824034334763949,0.02575107296137339,0.635,0.10416666666666667,0,10,162,4,5,11,8,33,45,61,31,40,0.2542372881355932,0.3446327683615819,0.1751412429378531,0.2259887005649717,177,118.6875,10.894379284750464,16.0,24.0,34.0,14.0,13.0,11.0,14.0,6.0,2.39344262295082,1.4193548387096775,2.05,0.8888888888888888,413,76,0.1840193704600485,0.1554192229038855,118,15,13,17,250,44,4,1,0,27,228,68,102,0.0,0.05813953488372092,0.9418604651162792,0.2,0.25,0.55,0.8048780487804879,0.4,0.6,0.3548387096774194,0.4516129032258064,0.1935483870967742,0.5573770491803278,0.2295081967213115,0.21311475409836064,0.2857142857142857,0.03631961259079903,0.031476997578692496,0.04116222760290557,0.6053268765133172,0.5789473684210527,0.05263157894736842,0.013157894736842105,0.0,0.35526315789473684,0.5728643216080402,0.1708542713567839,0.2562814070351759,254,37,27,24,142,15,76,1,3.6313,0.32,22,17,0,4,3,0,0,2,1,7,1,2,2,2,357,1458,1101,0.32425068119891,432,1383,951,0.454258675078864,4,4,4,2,4,2,3,5,4,4,7,4,4,4,4,3,5,4,2,2,2,4,4,6,13,9,3,3,2,4,3,2,4,11,4,2,6,4,1.0
64,82,60,42,0.9836956521739132,0.0,0.4831460674157304,0.5882352941176471,0,1,41,0,47,13,4,78,78,58,10,103,0.3132530120481928,0.2329317269076305,0.04016064257028112,0.4136546184738956,249,1164.1875,34.120191968979306,16.0,87.0,19.0,19.0,20.0,5.0,5.0,0.0,1.7241379310344829,1.7,1.5922330097087378,1.2692307692307692,556,95,0.17086330935251798,0.14592933947772654,110,17,13,13,403,56,8,1,1,29,332,109,96,0.0,0.023809523809523808,0.9761904761904762,0.0,0.7833333333333333,0.21666666666666667,0.9512195121951221,0.1553398058252427,0.8446601941747572,0.5,0.5,0.0,0.3275862068965517,0.3275862068965517,0.3448275862068966,0.19784172661870505,0.030575539568345324,0.02338129496402877,0.02338129496402877,0.7248201438848921,0.5894736842105263,0.08421052631578947,0.010526315789473684,0.010526315789473684,0.30526315789473685,0.6182495344506518,0.20297951582867785,0.1787709497206704,403,30,29,18,99,12,69,1,1.9479,0.61,33,19,0,0,1,0,0,0,1,6,4,0,0,2,466,1436,970,0.48041237113402097,423,1479,1056,0.4005681818181821,3,2,2,3,1,2,1,2,2,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,3,2,2,2,1,1,2,2,2,2,1,1,1,1,1.0
65,115,46,261,0.8293838862559242,0.011848341232227487,0.5333333333333333,0.1498371335504886,1,10,250,0,38,8,11,104,53,79,80,155,0.1444141689373297,0.21525885558583105,0.21798365122615804,0.4223433242506812,367,1450.6875,38.087891776783856,143.0,12.0,27.0,18.0,34.0,13.0,40.0,27.0,1.4430379746835442,1.2875,1.9096774193548387,1.9811320754716983,415,253,0.6096385542168675,0.3787425149700599,230,26,13,22,124,216,15,3,2,17,123,105,178,0.0038314176245210726,0.038314176245210725,0.9578544061302682,0.0,0.8260869565217391,0.17391304347826084,0.9043478260869564,0.9225806451612903,0.07741935483870968,0.1625,0.5,0.3375,0.34177215189873417,0.2278481012658228,0.4303797468354431,0.5542168674698795,0.06265060240963856,0.03132530120481928,0.05301204819277108,0.2987951807228916,0.8537549407114624,0.05928853754940711,0.011857707509881422,0.007905138339920948,0.06719367588932806,0.30295566502463056,0.25862068965517243,0.43842364532019706,124,28,18,19,310,13,141,0,2.6455,0.77,13,10,1,20,5,0,0,4,1,10,4,4,0,2,635,2609,1974,0.3216818642350561,759,2485,1726,0.43974507531865603,3,2,4,3,2,4,2,3,3,6,3,3,3,4,14,2,2,3,5,3,2,3,4,6,3,4,2,4,2,3,2,3,4,3,1,2,1,1,1.0
66,72,35,340,0.7136465324384788,0.04697986577181208,0.5208333333333334,0.09333333333333334,1,33,306,1,24,10,18,54,108,102,46,122,0.2857142857142857,0.2698412698412698,0.12169312169312167,0.32275132275132273,378,836.75,28.92663132824145,67.0,55.0,51.0,32.0,19.0,22.0,15.0,9.0,2.1666666666666665,1.326086956521739,1.9508196721311484,1.4537037037037035,957,95,0.0992685475444096,0.0903041825095057,209,21,19,13,695,63,7,4,5,16,604,150,170,0.002941176470588236,0.09705882352941177,0.9,0.028571428571428567,0.6857142857142857,0.2857142857142857,0.75,0.5491803278688525,0.4508196721311475,0.4782608695652174,0.32608695652173914,0.1956521739130435,0.5,0.3137254901960784,0.1862745098039216,0.2183908045977012,0.0219435736677116,0.019853709508881923,0.013584117032392894,0.7262277951933125,0.6631578947368421,0.07368421052631577,0.042105263157894736,0.05263157894736842,0.16842105263157894,0.6536796536796536,0.16233766233766234,0.18398268398268397,696,50,17,29,332,13,159,0,3.3676,0.72,38,22,0,4,4,1,1,0,2,11,5,2,0,4,692,2454,1762,0.3927355278093079,659,2487,1828,0.360503282275711,4,3,3,2,3,3,1,3,5,5,4,4,3,4,2,2,2,4,2,4,5,3,5,3,9,3,4,3,2,3,6,2,5,8,3,2,4,3,1.0
